employee_idx,feature,shap_value
1,JobLevel,-0.008070605807006359
1,JobSatisfaction,-0.0048305438831448555
1,MonthlyIncome,-0.01294887438416481
1,MonthlyRate,0.011666840873658657
1,NumCompaniesWorked,-0.007482469547539949
1,PercentSalaryHike,0.11433153599500656
1,PerformanceRating,0.011566389352083206
1,RelationshipSatisfaction,0.004886878188699484
1,StockOptionLevel,-0.012101301923394203
1,TotalWorkingYears,-0.009965742006897926
1,TrainingTimesLastYear,-0.009441020898520947
1,WorkLifeBalance,-0.011010969057679176
1,YearsAtCompany,-0.004526365082710981
1,YearsInCurrentRole,0.00031850545201450586
1,YearsSinceLastPromotion,-0.011172492057085037
1,YearsWithCurrManager,0.002385196276009083
1,BusinessTravel_Travel_Frequently,0.048755984753370285
1,BusinessTravel_Travel_Rarely,0.035171717405319214
1,Department_Research & Development,-0.029732590541243553
1,Department_Sales,-0.01374497078359127
1,EducationField_Life Sciences,-0.022843681275844574
1,EducationField_Marketing,-7.192461634986103e-05
1,EducationField_Medical,0.002327354159206152
1,EducationField_Other,-0.003645316930487752
1,EducationField_Technical Degree,-0.0008432532195001841
1,Gender_Male,-0.012645053677260876
1,JobRole_Human Resources,-0.0003534392162691802
1,JobRole_Laboratory Technician,-0.006106432061642408
1,JobRole_Manager,-0.001819006516598165
1,JobRole_Manufacturing Director,-0.007805538363754749
1,JobRole_Research Director,-0.0029264213517308235
1,JobRole_Research Scientist,0.021946458145976067
1,JobRole_Sales Executive,0.0015719321090728045
1,JobRole_Sales Representative,-0.0030984636396169662
1,MaritalStatus_Married,-0.00273576145991683
1,MaritalStatus_Single,-0.004302488639950752
1,OverTime_Yes,-0.012817088514566422
2,Age,-0.007332612760365009
2,DailyRate,-0.002034912584349513
2,DistanceFromHome,-0.0070642330683767796
2,Education,0.004101800266653299
2,EnvironmentSatisfaction,-0.0006181135540828109
2,HourlyRate,0.026205824688076973
2,JobInvolvement,0.005128530785441399
2,JobLevel,-0.003763861721381545
2,JobSatisfaction,-0.005718746688216925
2,MonthlyIncome,0.004969822242856026
2,MonthlyRate,0.015826184302568436
2,NumCompaniesWorked,0.004697516094893217
2,PercentSalaryHike,-0.022560516372323036
2,PerformanceRating,-0.0014499727403745055
2,RelationshipSatisfaction,-0.008319039829075336
2,StockOptionLevel,-0.0017498629167675972
2,TotalWorkingYears,-0.00863112136721611
2,TrainingTimesLastYear,-0.009787837974727154
2,WorkLifeBalance,-0.009248453192412853
2,YearsAtCompany,0.01676078327000141
2,YearsInCurrentRole,0.004130186978727579
2,YearsSinceLastPromotion,-0.005961002316325903
2,YearsWithCurrManager,0.0017383971717208624
2,BusinessTravel_Travel_Frequently,-0.011875634081661701
2,BusinessTravel_Travel_Rarely,-0.01464410312473774
2,Department_Research & Development,-0.029057856649160385
2,Department_Sales,-0.008871020749211311
2,EducationField_Life Sciences,0.02242537960410118
2,EducationField_Marketing,-0.00024617480812594295
2,EducationField_Medical,0.009391496889293194
2,EducationField_Other,0.06119062751531601
2,EducationField_Technical Degree,-0.0007693996303714812
2,Gender_Male,-0.004473031498491764
2,JobRole_Human Resources,-0.0003066078352276236
2,JobRole_Laboratory Technician,0.02636967971920967
2,JobRole_Manager,-0.0011063757119700313
2,JobRole_Manufacturing Director,-0.004504928831011057
2,JobRole_Research Director,-0.0037827163469046354
2,JobRole_Research Scientist,-0.0014147176407277584
2,JobRole_Sales Executive,0.0018710641888901591
2,JobRole_Sales Representative,-0.003782123327255249
2,MaritalStatus_Married,0.0002597318380139768
2,MaritalStatus_Single,0.012787006795406342
2,OverTime_Yes,0.03743239864706993
3,Age,-0.009859868325293064
3,DailyRate,-0.000620650069322437
3,DistanceFromHome,-0.007997059263288975
3,Education,0.0017460847739130259
3,EnvironmentSatisfaction,-0.002617444610223174
3,HourlyRate,-0.011911384761333466
3,JobInvolvement,-0.009270456619560719
3,JobLevel,-0.002990167122334242
3,JobSatisfaction,-0.009638183750212193
3,MonthlyIncome,-0.005938501562923193
3,MonthlyRate,0.00807803962379694
3,NumCompaniesWorked,-0.008288572542369366
3,PercentSalaryHike,-0.010905415751039982
3,PerformanceRating,-0.0019948328845202923
3,RelationshipSatisfaction,-0.00939703918993473
3,StockOptionLevel,-0.001636832021176815
3,TotalWorkingYears,-0.010946683585643768
3,TrainingTimesLastYear,-0.010751203633844852
3,WorkLifeBalance,-0.00969216413795948
3,YearsAtCompany,-0.008497214876115322
3,YearsInCurrentRole,0.00254064635373652
3,YearsSinceLastPromotion,-0.0012459243880584836
3,YearsWithCurrManager,0.0038021905347704887
3,BusinessTravel_Travel_Frequently,0.05938861891627312
3,BusinessTravel_Travel_Rarely,0.03238365426659584
3,Department_Research & Development,-0.032259996980428696
3,Department_Sales,-0.011533582583069801
3,EducationField_Life Sciences,-0.02038481831550598
3,EducationField_Marketing,-6.075065539334901e-05
3,EducationField_Medical,0.0021108845248818398
3,EducationField_Other,-0.0039532361552119255
3,EducationField_Technical Degree,-0.000691236462444067
3,Gender_Male,0.01799263060092926
3,JobRole_Human Resources,-0.00040669558802619576
3,JobRole_Laboratory Technician,-0.0048753381706774235
3,JobRole_Manager,-0.0012996066361665726
3,JobRole_Manufacturing Director,-0.007039719261229038
3,JobRole_Research Director,-0.003528286935761571
3,JobRole_Research Scientist,0.01631041429936886
3,JobRole_Sales Executive,0.0016410587122663856
3,JobRole_Sales Representative,-0.004120594821870327
3,MaritalStatus_Married,-0.0005388528807088733
3,MaritalStatus_Single,-0.003880563657730818
3,OverTime_Yes,0.02248069830238819
4,Age,-0.002559623448178172
4,DailyRate,-0.0163448266685009
4,DistanceFromHome,-0.005934123415499926
4,Education,0.010510782711207867
4,EnvironmentSatisfaction,0.02277466654777527
4,HourlyRate,0.011534681543707848
4,JobInvolvement,-0.008114233613014221
4,JobLevel,-0.0036961957812309265
4,JobSatisfaction,-0.0021692269947379827
4,MonthlyIncome,-0.0075976052321493626
4,MonthlyRate,-0.01020287536084652
4,NumCompaniesWorked,0.07195818424224854
4,PercentSalaryHike,-0.019567864015698433
4,PerformanceRating,-0.0014536854578182101
4,RelationshipSatisfaction,0.006194396875798702
4,StockOptionLevel,-0.014322713948786259
4,TotalWorkingYears,-0.010942943394184113
4,TrainingTimesLastYear,-0.01111260149627924
4,WorkLifeBalance,-0.009458443149924278
4,YearsAtCompany,-0.004917026497423649
4,YearsInCurrentRole,-0.006108876783400774
4,YearsSinceLastPromotion,-0.00043893640395253897
4,YearsWithCurrManager,-0.0032092665787786245
4,BusinessTravel_Travel_Frequently,-0.009649972431361675
4,BusinessTravel_Travel_Rarely,-0.012741672806441784
4,Department_Research & Development,-0.026831697672605515
4,Department_Sales,-0.008832583203911781
4,EducationField_Life Sciences,0.018127525225281715
4,EducationField_Marketing,-0.0002383633836871013
4,EducationField_Medical,-0.006170370616018772
4,EducationField_Other,-0.003343573771417141
4,EducationField_Technical Degree,-0.0009528331574983895
4,Gender_Male,-0.010052695870399475
4,JobRole_Human Resources,-0.0005102340364828706
4,JobRole_Laboratory Technician,0.024394920095801353
4,JobRole_Manager,-0.0014095817459747195
4,JobRole_Manufacturing Director,-0.00514874467626214
4,JobRole_Research Director,-0.0031753499060869217
4,JobRole_Research Scientist,-0.003329396480694413
4,JobRole_Sales Executive,0.0016028149984776974
4,JobRole_Sales Representative,-0.003974702674895525
4,MaritalStatus_Married,-0.0003799054538831115
4,MaritalStatus_Single,-0.006679479032754898
4,OverTime_Yes,-0.013532022945582867
5,Age,-0.0066949897445738316
5,DailyRate,-0.008055051788687706
5,DistanceFromHome,-0.005303690675646067
5,Education,-0.00035816995659843087
5,EnvironmentSatisfaction,-0.001385399024002254
5,HourlyRate,-0.007520748768001795
5,JobInvolvement,-0.01003813836723566
5,JobLevel,-0.003448651870712638
5,JobSatisfaction,0.0009613261790946126
5,MonthlyIncome,-0.007942195050418377
5,MonthlyRate,-0.006726855877786875
5,NumCompaniesWorked,-0.002867134055122733
5,PercentSalaryHike,-0.025897938758134842
5,PerformanceRating,-0.0018253483576700091
5,RelationshipSatisfaction,-0.009271210059523582
5,StockOptionLevel,6.407997716451064e-06
5,TotalWorkingYears,-0.012450696900486946
5,TrainingTimesLastYear,-0.007628160994499922
5,WorkLifeBalance,0.00404344592243433
5,YearsAtCompany,-0.009803925640881062
5,YearsInCurrentRole,0.003437566105276346
5,YearsSinceLastPromotion,-0.001088667311705649
5,YearsWithCurrManager,0.0009932162938639522
5,BusinessTravel_Travel_Frequently,0.058662816882133484
5,BusinessTravel_Travel_Rarely,0.03477189689874649
5,Department_Research & Development,-0.031612686812877655
5,Department_Sales,-0.011015421710908413
5,EducationField_Life Sciences,-0.026971299201250076
5,EducationField_Marketing,-9.383793803863227e-05
5,EducationField_Medical,0.0023274749983102083
5,EducationField_Other,-0.003941011615097523
5,EducationField_Technical Degree,-0.0012266809353604913
5,Gender_Male,-0.008759316988289356
5,JobRole_Human Resources,-0.0005381547962315381
5,JobRole_Laboratory Technician,0.023243842646479607
5,JobRole_Manager,-0.0007861030753701925
5,JobRole_Manufacturing Director,-0.006276882253587246
5,JobRole_Research Director,-0.0037769069895148277
5,JobRole_Research Scientist,-0.004880399908870459
5,JobRole_Sales Executive,0.0017130335327237844
5,JobRole_Sales Representative,-0.00450294790789485
5,MaritalStatus_Married,0.0006256578490138054
5,MaritalStatus_Single,0.010671968571841717
5,OverTime_Yes,-0.01186288334429264
6,Age,0.02089916355907917
6,DailyRate,-0.0006195048335939646
6,DistanceFromHome,-0.008576467633247375
6,Education,-0.011108354665338993
6,EnvironmentSatisfaction,-0.014085214585065842
6,HourlyRate,-0.003648893442004919
6,JobInvolvement,0.022270118817687035
6,JobLevel,-0.0011903989361599088
6,JobSatisfaction,0.013553718104958534
6,MonthlyIncome,-0.00017909782764036208
6,MonthlyRate,-0.003970845602452755
6,NumCompaniesWorked,-0.006638211663812399
6,PercentSalaryHike,0.09555019438266754
6,PerformanceRating,0.007893526926636696
6,RelationshipSatisfaction,0.018394237384200096
6,StockOptionLevel,0.04673211649060249
6,TotalWorkingYears,-0.006468849256634712
6,TrainingTimesLastYear,-0.00902916956692934
6,WorkLifeBalance,0.006260694470256567
6,YearsAtCompany,0.0058557759039103985
6,YearsInCurrentRole,-0.0014339310582727194
6,YearsSinceLastPromotion,-0.005567882210016251
6,YearsWithCurrManager,0.0010190923931077123
6,BusinessTravel_Travel_Frequently,-0.009150170721113682
6,BusinessTravel_Travel_Rarely,-0.014431667514145374
6,Department_Research & Development,-0.028184866532683372
6,Department_Sales,-0.011166990734636784
6,EducationField_Life Sciences,0.014419922605156898
6,EducationField_Marketing,-0.00011304041254334152
6,EducationField_Medical,-0.005904205609112978
6,EducationField_Other,-0.0034922570921480656
6,EducationField_Technical Degree,-0.0007639414397999644
6,Gender_Male,0.008682085201144218
6,JobRole_Human Resources,-7.821049075573683e-05
6,JobRole_Laboratory Technician,0.02572580985724926
6,JobRole_Manager,-0.0011129811173304915
6,JobRole_Manufacturing Director,-0.006596471648663282
6,JobRole_Research Director,-0.00241359556093812
6,JobRole_Research Scientist,-0.0039922138676047325
6,JobRole_Sales Executive,0.0015660022618249059
6,JobRole_Sales Representative,-0.0029127902816981077
6,MaritalStatus_Married,-0.0032889158464968204
6,MaritalStatus_Single,-0.0031551076099276543
6,OverTime_Yes,0.031484443694353104
7,Age,-0.003535306779667735
7,DailyRate,0.005903368815779686
7,DistanceFromHome,0.03192068263888359
7,Education,0.009472611360251904
7,EnvironmentSatisfaction,6.10413117101416e-05
7,HourlyRate,-0.013269404880702496
7,JobInvolvement,-0.008955408819019794
7,JobLevel,-0.002519915346056223
7,JobSatisfaction,-0.00778613705188036
7,MonthlyIncome,-0.0030813913326710463
7,MonthlyRate,-0.00843757763504982
7,NumCompaniesWorked,-0.006406886037439108
7,PercentSalaryHike,0.11900082230567932
7,PerformanceRating,0.007876651361584663
7,RelationshipSatisfaction,-0.009014884941279888
7,StockOptionLevel,-0.011778729036450386
7,TotalWorkingYears,-0.009376379661262035
7,TrainingTimesLastYear,-0.010089969262480736
7,WorkLifeBalance,-0.010768932290375233
7,YearsAtCompany,0.010391716845333576
7,YearsInCurrentRole,0.0006200921488925815
7,YearsSinceLastPromotion,-0.008092600852251053
7,YearsWithCurrManager,0.0038916433695703745
7,BusinessTravel_Travel_Frequently,-0.012661171145737171
7,BusinessTravel_Travel_Rarely,-0.014426160603761673
7,Department_Research & Development,-0.02887510508298874
7,Department_Sales,-0.010577536188066006
7,EducationField_Life Sciences,-0.026253903284668922
7,EducationField_Marketing,-0.00012008484191028401
7,EducationField_Medical,0.0025757888797670603
7,EducationField_Other,-0.004299500957131386
7,EducationField_Technical Degree,-0.0011221813037991524
7,Gender_Male,-0.008943703956902027
7,JobRole_Human Resources,-0.00040883998735807836
7,JobRole_Laboratory Technician,0.021022552624344826
7,JobRole_Manager,-0.0018576858565211296
7,JobRole_Manufacturing Director,-0.006279082037508488
7,JobRole_Research Director,-0.0033531603403389454
7,JobRole_Research Scientist,-0.003870104206725955
7,JobRole_Sales Executive,0.0015719321090728045
7,JobRole_Sales Representative,-0.0031903525814414024
7,MaritalStatus_Married,0.0025028095114976168
7,MaritalStatus_Single,-0.0043279812671244144
7,OverTime_Yes,-0.012642784044146538
8,Age,-0.008872320875525475
8,DailyRate,0.016520386561751366
8,DistanceFromHome,0.027817189693450928
8,Education,-0.009849279187619686
8,EnvironmentSatisfaction,-0.00196455349214375
8,HourlyRate,0.0006145475199446082
8,JobInvolvement,0.002820063615217805
8,JobLevel,0.001084720715880394
8,JobSatisfaction,-0.00846561323851347
8,MonthlyIncome,-0.00365804648026824
8,MonthlyRate,-0.00461554666981101
8,NumCompaniesWorked,-0.004926726222038269
8,PercentSalaryHike,0.11420287936925888
8,PerformanceRating,0.010546356439590454
8,RelationshipSatisfaction,-0.006752913352102041
8,StockOptionLevel,-0.0023980739060789347
8,TotalWorkingYears,-0.0073652626015245914
8,TrainingTimesLastYear,-0.008174668997526169
8,WorkLifeBalance,-0.010326097719371319
8,YearsAtCompany,-0.002570065204054117
8,YearsInCurrentRole,0.001668485812842846
8,YearsSinceLastPromotion,-0.010425765067338943
8,YearsWithCurrManager,0.006810820661485195
8,BusinessTravel_Travel_Frequently,0.05196866765618324
8,BusinessTravel_Travel_Rarely,0.04042402654886246
8,Department_Research & Development,-0.02760871686041355
8,Department_Sales,-0.014051641337573528
8,EducationField_Life Sciences,-0.02613246813416481
8,EducationField_Marketing,-0.00020093178318347782
8,EducationField_Medical,0.003273418638855219
8,EducationField_Other,-0.0031388169154524803
8,EducationField_Technical Degree,-0.0010994385229423642
8,Gender_Male,-0.007514652796089649
8,JobRole_Human Resources,-0.0005624226178042591
8,JobRole_Laboratory Technician,-0.006052091252058744
8,JobRole_Manager,-0.0016392524121329188
8,JobRole_Manufacturing Director,0.0646035447716713
8,JobRole_Research Director,-0.0035405969247221947
8,JobRole_Research Scientist,-0.005147856660187244
8,JobRole_Sales Executive,0.001635545864701271
8,JobRole_Sales Representative,-0.002697381656616926
8,MaritalStatus_Married,0.002570614917203784
8,MaritalStatus_Single,0.009677769616246223
8,OverTime_Yes,-0.013437905348837376
9,Age,-0.006064515095204115
9,DailyRate,-0.0029326328076422215
9,DistanceFromHome,0.0300234816968441
9,Education,-0.010825565084815025
9,EnvironmentSatisfaction,-0.011448477394878864
9,HourlyRate,0.017001420259475708
9,JobInvolvement,-0.00851954985409975
9,JobLevel,-0.008143496699631214
9,JobSatisfaction,-0.005191686563193798
9,MonthlyIncome,-0.023991994559764862
9,MonthlyRate,-0.009304124861955643
9,NumCompaniesWorked,0.004445298574864864
9,PercentSalaryHike,-0.0264266487210989
9,PerformanceRating,-0.0028258508536964655
9,RelationshipSatisfaction,-0.010223799385130405
9,StockOptionLevel,0.010107863694429398
9,TotalWorkingYears,-0.010165377520024776
9,TrainingTimesLastYear,-0.00961736124008894
9,WorkLifeBalance,0.004344312474131584
9,YearsAtCompany,-0.01532833930104971
9,YearsInCurrentRole,-0.000866102403961122
9,YearsSinceLastPromotion,0.02925567328929901
9,YearsWithCurrManager,0.0017723669297993183
9,BusinessTravel_Travel_Frequently,-0.012078485451638699
9,BusinessTravel_Travel_Rarely,-0.01784479431807995
9,Department_Research & Development,-0.03633728250861168
9,Department_Sales,-0.009872728027403355
9,EducationField_Life Sciences,0.013709763996303082
9,EducationField_Marketing,-0.0002514221705496311
9,EducationField_Medical,-0.00817610789090395
9,EducationField_Other,-0.0038415801245719194
9,EducationField_Technical Degree,-0.0010545963887125254
9,Gender_Male,-0.00742336455732584
9,JobRole_Human Resources,-0.00046435443800874054
9,JobRole_Laboratory Technician,-0.00857079029083252
9,JobRole_Manager,-0.0012217956827953458
9,JobRole_Manufacturing Director,-0.008284813724458218
9,JobRole_Research Director,-0.003935264889150858
9,JobRole_Research Scientist,-0.007598875090479851
9,JobRole_Sales Executive,0.0018499207217246294
9,JobRole_Sales Representative,-0.00338402739726007
9,MaritalStatus_Married,-0.0003241442027501762
9,MaritalStatus_Single,-0.0022230930626392365
9,OverTime_Yes,-0.012079178355634212
10,Age,-0.005610417574644089
10,DailyRate,-0.01130280178040266
10,DistanceFromHome,-0.0017538645770400763
10,Education,-0.010260392911732197
10,EnvironmentSatisfaction,0.02460191771388054
10,HourlyRate,-0.0054156165570020676
10,JobInvolvement,0.023457597941160202
10,JobLevel,-0.0031812433153390884
10,JobSatisfaction,-0.0031649854499846697
10,MonthlyIncome,-0.006901581306010485
10,MonthlyRate,-0.008435937575995922
10,NumCompaniesWorked,-0.005117603577673435
10,PercentSalaryHike,-0.02248743548989296
10,PerformanceRating,-0.0014205781044438481
10,RelationshipSatisfaction,-0.011459480039775372
10,StockOptionLevel,-0.011475888080894947
10,TotalWorkingYears,-0.010924885980784893
10,TrainingTimesLastYear,0.02140500582754612
10,WorkLifeBalance,-0.009477364830672741
10,YearsAtCompany,-0.01629471406340599
10,YearsInCurrentRole,-0.006862813141196966
10,YearsSinceLastPromotion,-0.007851258851587772
10,YearsWithCurrManager,-0.005499411374330521
10,BusinessTravel_Travel_Frequently,-0.011199201457202435
10,BusinessTravel_Travel_Rarely,-0.015316139906644821
10,Department_Research & Development,-0.02930755726993084
10,Department_Sales,-0.009235898032784462
10,EducationField_Life Sciences,0.015788517892360687
10,EducationField_Marketing,-0.00025636653299443424
10,EducationField_Medical,-0.005893353372812271
10,EducationField_Other,-0.003977345768362284
10,EducationField_Technical Degree,-0.0010834087152034044
10,Gender_Male,-0.008937922306358814
10,JobRole_Human Resources,-0.00043270608875900507
10,JobRole_Laboratory Technician,0.02036542259156704
10,JobRole_Manager,-0.001144485897384584
10,JobRole_Manufacturing Director,-0.005436258856207132
10,JobRole_Research Director,-0.0036427369341254234
10,JobRole_Research Scientist,-0.0042619467712938786
10,JobRole_Sales Executive,0.0016185727436095476
10,JobRole_Sales Representative,-0.004500180948525667
10,MaritalStatus_Married,-0.0007902075303718448
10,MaritalStatus_Single,-0.004438451025635004
10,OverTime_Yes,-0.012559214606881142
11,Age,-0.0005040297983214259
11,DailyRate,0.02169317565858364
11,DistanceFromHome,-0.0003667217097245157
11,Education,0.004195266403257847
11,EnvironmentSatisfaction,-0.005222866777330637
11,HourlyRate,-0.004733382258564234
11,JobInvolvement,0.003225905355066061
11,JobLevel,-0.00680886534973979
11,JobSatisfaction,-0.007320941425859928
11,MonthlyIncome,-0.01405908539891243
11,MonthlyRate,-0.00915830209851265
11,NumCompaniesWorked,-0.006841450929641724
11,PercentSalaryHike,-0.025543075054883957
11,PerformanceRating,-0.001412500743754208
11,RelationshipSatisfaction,0.007868134416639805
11,StockOptionLevel,6.201749783940613e-06
11,TotalWorkingYears,-0.009418483823537827
11,TrainingTimesLastYear,-0.009736710228025913
11,WorkLifeBalance,-0.00984487310051918
11,YearsAtCompany,-0.007807237561792135
11,YearsInCurrentRole,-0.007529088295996189
11,YearsSinceLastPromotion,-0.007599545177072287
11,YearsWithCurrManager,0.00469386437907815
11,BusinessTravel_Travel_Frequently,-0.013538538478314877
11,BusinessTravel_Travel_Rarely,-0.013212935999035835
11,Department_Research & Development,-0.02849811315536499
11,Department_Sales,-0.009629566222429276
11,EducationField_Life Sciences,-0.03246861323714256
11,EducationField_Marketing,-0.0002759231720119715
11,EducationField_Medical,0.0030805461574345827
11,EducationField_Other,-0.0033431602641940117
11,EducationField_Technical Degree,-0.000813127146102488
11,Gender_Male,0.009271539747714996
11,JobRole_Human Resources,-0.0006043017492629588
11,JobRole_Laboratory Technician,0.032177213579416275
11,JobRole_Manager,-0.0009535087738186121
11,JobRole_Manufacturing Director,-0.006488114595413208
11,JobRole_Research Director,-0.0035811278503388166
11,JobRole_Research Scientist,-0.003082534996792674
11,JobRole_Sales Executive,0.0016185727436095476
11,JobRole_Sales Representative,-0.003641444956883788
11,MaritalStatus_Married,0.00017263879999518394
11,MaritalStatus_Single,0.008164908736944199
11,OverTime_Yes,0.039794664829969406
12,Age,-0.004150109831243753
12,DailyRate,-0.010331055149435997
12,DistanceFromHome,0.039165932685136795
12,Education,0.013343841768801212
12,EnvironmentSatisfaction,0.022425901144742966
12,HourlyRate,0.01743670366704464
12,JobInvolvement,-0.007636308670043945
12,JobLevel,-0.001948632183484733
12,JobSatisfaction,-0.009115224704146385
12,MonthlyIncome,-0.00730874203145504
12,MonthlyRate,-0.005567055661231279
12,NumCompaniesWorked,-0.008492359891533852
12,PercentSalaryHike,-0.01706232875585556
12,PerformanceRating,-0.0014536854578182101
12,RelationshipSatisfaction,0.007757673971354961
12,StockOptionLevel,-0.013399936258792877
12,TotalWorkingYears,-0.013267111033201218
12,TrainingTimesLastYear,-0.001459290157072246
12,WorkLifeBalance,0.0052574267610907555
12,YearsAtCompany,-0.01584220677614212
12,YearsInCurrentRole,-0.006447714287787676
12,YearsSinceLastPromotion,0.009398738853633404
12,YearsWithCurrManager,-0.006562791299074888
12,BusinessTravel_Travel_Frequently,-0.012198181822896004
12,BusinessTravel_Travel_Rarely,-0.014067895710468292
12,Department_Research & Development,-0.033952318131923676
12,Department_Sales,-0.007961271330714226
12,EducationField_Life Sciences,-0.029084965586662292
12,EducationField_Marketing,-0.00022856246505398303
12,EducationField_Medical,0.002488404978066683
12,EducationField_Other,-0.0037362196017056704
12,EducationField_Technical Degree,-0.0008904893766157329
12,Gender_Male,-0.010800308547914028
12,JobRole_Human Resources,-0.0006875256076455116
12,JobRole_Laboratory Technician,-0.005004429258406162
12,JobRole_Manager,-0.0014325595693662763
12,JobRole_Manufacturing Director,-0.007288533728569746
12,JobRole_Research Director,-0.003432665951550007
12,JobRole_Research Scientist,0.017292799428105354
12,JobRole_Sales Executive,0.0018990910612046719
12,JobRole_Sales Representative,-0.004152120091021061
12,MaritalStatus_Married,0.00047212131903506815
12,MaritalStatus_Single,-0.005418514367192984
12,OverTime_Yes,-0.013164381496608257
13,Age,-0.009888239204883575
13,DailyRate,0.00493491068482399
13,DistanceFromHome,0.008948007598519325
13,Education,0.0012324266135692596
13,EnvironmentSatisfaction,-0.005434542428702116
13,HourlyRate,0.01623290777206421
13,JobInvolvement,-0.010499506257474422
13,JobLevel,-0.003600682597607374
13,JobSatisfaction,-0.0012422028230503201
13,MonthlyIncome,-0.006912280805408955
13,MonthlyRate,-0.003857119707390666
13,NumCompaniesWorked,-0.004973639268428087
13,PercentSalaryHike,-0.015425105579197407
13,PerformanceRating,-0.0014205781044438481
13,RelationshipSatisfaction,-0.013340731151401997
13,StockOptionLevel,-0.011415798217058182
13,TotalWorkingYears,-0.011939103715121746
13,TrainingTimesLastYear,-0.010558647103607655
13,WorkLifeBalance,-0.009758424945175648
13,YearsAtCompany,-0.004876971710473299
13,YearsInCurrentRole,-0.006788117811083794
13,YearsSinceLastPromotion,-0.011409038677811623
13,YearsWithCurrManager,-0.005860703065991402
13,BusinessTravel_Travel_Frequently,-0.011089644394814968
13,BusinessTravel_Travel_Rarely,-0.016007859259843826
13,Department_Research & Development,-0.031055143103003502
13,Department_Sales,-0.008792073465883732
13,EducationField_Life Sciences,0.017870359122753143
13,EducationField_Marketing,-0.00017122244753409177
13,EducationField_Medical,-0.007624493446201086
13,EducationField_Other,-0.004421466961503029
13,EducationField_Technical Degree,-0.0011138305999338627
13,Gender_Male,-0.00946884322911501
13,JobRole_Human Resources,-0.0005297336610965431
13,JobRole_Laboratory Technician,0.02115114964544773
13,JobRole_Manager,-0.0013063850346952677
13,JobRole_Manufacturing Director,-0.005674385465681553
13,JobRole_Research Director,-0.0038902845699340105
13,JobRole_Research Scientist,-0.0035550985485315323
13,JobRole_Sales Executive,0.0017548527102917433
13,JobRole_Sales Representative,-0.004502532072365284
13,MaritalStatus_Married,0.0002441826509311795
13,MaritalStatus_Single,-0.0051414561457931995
13,OverTime_Yes,-0.013554857112467289
14,Age,0.0009755102219060063
14,DailyRate,0.023286497220396996
14,DistanceFromHome,0.02898935042321682
14,Education,-0.013199781067669392
14,EnvironmentSatisfaction,-0.01176429633051157
14,HourlyRate,-0.008325474336743355
14,JobInvolvement,0.005120998248457909
14,JobLevel,-0.003391551086679101
14,JobSatisfaction,-0.007939130067825317
14,MonthlyIncome,0.0007799564627930522
14,MonthlyRate,-0.007558268960565329
14,NumCompaniesWorked,0.0066690812818706036
14,PercentSalaryHike,-0.029095647856593132
14,PerformanceRating,-0.0014469502493739128
14,RelationshipSatisfaction,-0.00860197190195322
14,StockOptionLevel,0.0012130822287872434
14,TotalWorkingYears,-0.010439581237733364
14,TrainingTimesLastYear,0.014523888938128948
14,WorkLifeBalance,-0.009392457082867622
14,YearsAtCompany,-0.015865664929151535
